Cust_id, branded_link, branded_pref, api
529359446,0.0,0.0,100.0
517714910,75.0,0.0,25.0
471531885,0.0,0.0,100.0
288306342,5.0,0.0,95.0
506181047,0.0,0.0,100.0
537344256,50.0,0.0,50.0
533441215,83.33,0.0,16.67
553280238,93.75,6.25,0.0
328523578,3.0,0.0,97.0
616197105,90.91,0.0,9.09
599251299,0.0,0.0,100.0
419223981,0.0,0.0,100.0
521073646,100.0,0.0,0.0
614934534,0.0,100.0,0.0
192290797,100.0,0.0,0.0
547950657,N/A,N/A,N/A
577715061,100.0,0.0,0.0
443129026,0.0,0.0,100.0
260610126,25.93,0.0,74.07
593206376,40.0,0.0,60.0
206688571,6.0,0.0,94.0
180244884,ERRO
531364553,ERRO
287033109,ERRO
622326668,ERRO
122912099,ERRO
223241266,ERRO
150317045,ERRO
614176302,ERRO
379023274,ERRO
585360165,ERRO
443647880,ERRO
592777109,ERRO
487499683,ERRO
42515265,ERRO
253293250,ERRO
510980415,ERRO
564338275,ERRO
537707374,ERRO
488353385,ERRO
533534923,ERRO
537990450,ERRO
604553511,ERRO
273518946,ERRO
53017358,ERRO
564638590,ERRO
514214944,ERRO
161354069,ERRO
410426050,ERRO
506822722,ERRO
515362128,ERRO
130642037,ERRO
480429877,ERRO
519259392,ERRO
522575244,ERRO
390630916,ERRO
511861686,ERRO
527042093,ERRO
526303551,ERRO
447510405,ERRO
530665857,ERRO
452190782,ERRO
528741043,ERRO
512154753,ERRO
532832013,ERRO
533518771,ERRO
158906488,ERRO
534719279,ERRO
534727100,ERRO
537001286,ERRO
337942037,ERRO
491519501,ERRO
312911112,ERRO
543503221,ERRO
544209678,ERRO
544293587,ERRO
547936087,ERRO
549720821,ERRO
555473811,ERRO
539419161,ERRO
535071197,ERRO
564628133,ERRO
567012524,ERRO
557516868,ERRO
554349245,ERRO
567012524,ERRO
569346591,ERRO
557349512,ERRO
567341323,ERRO
568257711,ERRO
570527177,ERRO
574476855,ERRO
579812387,ERRO
589244037,ERRO
599463268,ERRO
426971713,ERRO
600807985,ERRO
425443996,ERRO
425450748,ERRO
608925899,ERRO
415200579,ERRO
567163935,ERRO
522396710,ERRO
540851162,ERRO
617569646,ERRO
530665857,ERRO
612562459,ERRO
616677268,ERRO
255146485,ERRO
625696463,ERRO
149459906,ERRO
584020193,ERRO
620120967,ERRO
37195590,ERRO
542390280,ERRO
547433370,ERRO
626066404,ERRO
606712377,ERRO
632171476,ERRO
634727876,ERRO
232587377,ERRO
447761573,ERRO
632405434,ERRO
637297864,ERRO
449451979,ERRO
524620825,ERRO
632374840,ERRO
631520752,ERRO
636521652,ERRO
638375535,ERRO
638723038,ERRO
175627842,ERRO
638248174,ERRO
537627197,ERRO
638676256,ERRO
631249429,ERRO
295089110,ERRO
642258445,ERRO
645289396,ERRO
638321030,ERRO
649917649,ERRO
623931372,ERRO
513645591,ERRO
501740464,ERRO
524010106,ERRO
526112712,ERRO
522841408,ERRO
452501148,ERRO
352154892,ERRO
648170899,ERRO
461456479,ERRO
